1.148154318210783398e-01,1.413633875376621718e-01
2.005330461869738734e-01,4.695097458500949172e-01
3.010553709166077230e-01,7.897578715406780026e-01
4.015852950166052260e-01,1.155983793940575266e+00
5.010462502806669605e-01,1.453259826026759072e+00
5.994483692026109090e-01,1.742889696744981620e+00
7.010244640274541084e-01,2.040132119330646976e+00
8.025916929202052685e-01,2.283733779088778171e+00
9.020589809929031588e-01,2.619324641766056061e+00
1.000469965846938258e+00,2.962595275311815435e+00
